10002,100126329,0.282012324,0.000746062
10002,100128126,0.286430047,4.98E-12
10002,100130849,0.281978896,0.003625525
10002,100131434,0.284394775,0.000135115
10002,100132677,0.284820963,4.19E-07
10002,100133545,0.281586279,2.18E-05
10002,100142659,0.282056159,0.000746062
10002,100188949,0.286138538,4.19E-07
10002,100287314,0.283002405,0.003625525
10002,100313841,0.283898195,5.64E-09
10002,100422737,0.298358736,7.89E-28
10002,100505633,0.281542008,0.003625525
10002,100506211,0.2837891,0.003625525
10002,100506433,0.281204357,0.015265406
10002,100507254,0.29550644,1.14E-17
10002,100507661,0.282813642,2.18E-05
10002,100529063,0.283820882,2.18E-05
10002,100631378,0.282229645,3.17E-06
10002,100874074,0.284567741,0.000746062
10002,101234261,0.288739175,5.64E-09
10002,1015,0.286494138,5.57E-11
10002,101926987,0.291621589,5.57E-11
10002,101927419,0.300165386,4.34E-20
10002,101927565,0.297672982,4.34E-20
10002,101927636,0.30204647,9.23E-35
10002,101928304,0.280466969,0.015265406
10002,101928684,0.285186767,3.17E-06
10002,101928982,0.285413079,4.17E-13
10002,101929010,0.289315855,5.07E-08
10002,101929111,0.290382705,2.44E-15
10002,101929140,0.291439628,5.57E-11
10002,101929415,0.284393179,2.18E-05
10002,101929608,0.286588382,4.98E-12
10002,101930748,0.28427514,3.17E-06
10002,102723165,0.281775165,0.000746062
10002,102723385,0.284713132,0.003625525
10002,102723439,0.28683769,5.07E-08
10002,102724776,0.289459375,5.57E-11
10002,10408,0.291311587,5.81E-10
10002,104472717,0.2954723,2.44E-15
10002,105369520,0.291918795,4.17E-13
10002,105369954,0.289762708,4.98E-12
10002,105371260,0.289838881,5.81E-10
10002,105372273,0.281592084,0.015265406
10002,105374694,0.290960529,4.19E-07
10002,105375624,0.284117126,0.015265406
10002,105375650,0.282062463,0.015265406
10002,105376105,0.289171774,1.71E-16
10002,105376805,0.284870301,5.64E-09
10002,105379143,0.291612649,2.44E-15
