"entrez.id;""gene.symbols"";""type.of.regulators"""
"140462;""ASB9"";""SIG"""
"140825;""NEURL2"";""SIG"""
"142685;""ASB15"";""SIG"""
"142686;""ASB14"";""SIG"""
"142689;""ASB12"";""SIG"""
"143098;""MPP7"";""SIG"""
"143872;""ARHGAP42"";""SIG"""
"148022;""TICAM1"";""SIG"""
"149069;""DCDC2B"";""SIG"""
"149111;""CNIH3"";""SIG"""
"149233;""IL23R"";""SIG"""
"150094;""SIK1"";""SIG"""
"150372;""NFAM1"";""SIG"""
"151242;""PPP1R1C"";""SIG"""
"151556;""GPR155"";""SIG"""
"153743;""PPP1R2P3"";""SIG"""
"160622;""GRASP"";""SIG"""
"160851;""DGKH"";""SIG"""
"161003;""STOML3"";""SIG"""
"162989;""DEDD2"";""SIG"""
"163702;""IFNLR1"";""SIG"""
"164091;""PAQR7"";""SIG"""
"164656;""TMPRSS6"";""SIG"""
"166614;""DCLK2"";""SIG"""
"166824;""RASSF6"";""SIG"""
"171389;""NLRP6"";""SIG"""
"196883;""ADCY4"";""SIG"""
"197370;""NSMCE1"";""SIG"""
"200576;""PIKFYVE"";""SIG"""
"201176;""ARHGAP27"";""SIG"""
"202018;""TAPT1"";""SIG"""
"219699;""UNC5B"";""SIG"""
"219790;""RTKN2"";""SIG"""
"221391;""OPN5"";""SIG"""
"221472;""FGD2"";""SIG"""
"222068;""TMED4"";""SIG"""
"222643;""UNC5CL"";""SIG"""
"246329;""STAC3"";""SIG"""
"254263;""CNIH2"";""SIG"""
"260425;""MAGI3"";""SIG"""
"261734;""NPHP4"";""SIG"""
"283349;""RASSF3"";""SIG"""
"284114;""TMEM102"";""SIG"""
"285704;""RGMB"";""SIG"""
"341019;""DCDC1"";""SIG"""
"342667;""STAC2"";""SIG"""
"344901;""OSTN"";""SIG"""
"347734;""SLC35B2"";""SIG"""
"348094;""ANKDD1A"";""SIG"""
"388531;""RGS9BP"";""SIG"""
"389072;""PLEKHM3"";""SIG"""
"389840;""MAP3K15"";""SIG"""
"399694;""SHC4"";""SIG"""
"401036;""ASB18"";""SIG"""
"401124;""DTHD1"";""SIG"""
"401190;""RGS7BP"";""SIG"""
"401387;""LRRD1"";""SIG"""
"440279;""UNC13C"";""SIG"""
"440456;""PLEKHM1P1"";""SIG"""
"497661;""C18orf32"";""SIG"""
"644943;""RASSF10"";""SIG"""
"646643;""SBK2"";""SIG"""
"653519;""GPR89A"";""SIG"""
"728597;""DCDC2C"";""SIG"""
"728780;""ANKDD1B"";""SIG"""
"100132285;""KIR2DS2"";""SIG"""
"100271927;""RASA4B"";""SIG"""
"100506627;""DCDC5"";""SIG"""
"100507444;""PPP1R2P1"";""SIG"""
"100528032;""KLRC4-KLRK1"";""SIG"""
"100820829;""MYZAP"";""SIG"""
"102800317;""LOC400927-CSNK1E"";""SIG"""
"6794;""STK11"";""SIG"""
"19;""ABCA1"";""SIG"""
"10006;""ABI1"";""SIG"""
"25;""ABL1"";""SIG"""
"137735;""ABRA"";""SIG"""
"9744;""ACAP1"";""SIG"""
"23527;""ACAP2"";""SIG"""
"116983;""ACAP3"";""SIG"""
"22985;""ACIN1"";""SIG"""
"92;""ACVR2A"";""SIG"""
"100;""ADA"";""SIG"""
"102;""ADAM10"";""SIG"""
"4185;""ADAM11"";""SIG"""
"8754;""ADAM9"";""SIG"""
"9510;""ADAMTS1"";""SIG"""
"55803;""ADAP2"";""SIG"""
"116;""ADCYAP1"";""SIG"""
"9370;""ADIPOQ"";""SIG"""
"133;""ADM"";""SIG"""
"79924;""ADM2"";""SIG"""
"135;""ADORA2A"";""SIG"""
"136;""ADORA2B"";""SIG"""
"146;""ADRA1D"";""SIG"""
"151;""ADRA2B"";""SIG"""
"152;""ADRA2C"";""SIG"""
"153;""ADRB1"";""SIG"""
"155;""ADRB3"";""SIG"""
"64782;""AEN"";""SIG"""
"166;""AES"";""SIG"""
"84632;""AFAP1L2"";""SIG"""
"116987;""AGAP1"";""SIG"""
"728127;NA;""SIG"""
"119385;""AGAP11"";""SIG"""
"116986;""AGAP2"";""SIG"""
"116988;""AGAP3"";""SIG"""
"119016;""AGAP4"";""SIG"""
"729092;""AGAP5"";""SIG"""
"414189;""AGAP6"";""SIG"""
"653268;""AGAP7P"";""SIG"""
"728404;NA;""SIG"""
"642517;""AGAP9"";""SIG"""
"177;""AGER"";""SIG"""
"3267;""AGFG1"";""SIG"""
"3268;""AGFG2"";""SIG"""
"55750;""AGK"";""SIG"""
"10554;""AGPAT1"";""SIG"""
"10555;""AGPAT2"";""SIG"""
"84803;""GPAT3"";""SIG"""
"183;""AGT"";""SIG"""
"185;""AGTR1"";""SIG"""
"186;""AGTR2"";""SIG"""
"57491;""AHRR"";""SIG"""
"64853;""AIDA"";""SIG"""
"9131;""AIFM1"";""SIG"""
"84883;""AIFM2"";""SIG"""
"150209;""AIFM3"";""SIG"""
"9590;""AKAP12"";""SIG"""
"10566;""AKAP3"";""SIG"""
"84335;""AKT1S1"";""SIG"""
"214;""ALCAM"";""SIG"""
"8854;""ALDH1A2"";""SIG"""
"7840;""ALMS1"";""SIG"""
"57679;""ALS2"";""SIG"""
"259;""AMBP"";""SIG"""
"283;""ANG"";""SIG"""
"51129;""ANGPTL4"";""SIG"""
"83854;""ANGPTL6"";""SIG"""
"287;""ANK2"";""SIG"""
"301;""ANXA1"";""SIG"""
"306;""ANXA3"";""SIG"""
"1176;""AP3S1"";""SIG"""
"317;""APAF1"";""SIG"""
"9546;""APBA3"";""SIG"""
"324;""APC"";""SIG"""
"10297;""APC2"";""SIG"""
"187;""APLNR"";""SIG"""
"334;""APLP2"";""SIG"""
"335;""APOA1"";""SIG"""
"348;""APOE"";""SIG"""
"80833;""APOL3"";""SIG"""
"369;""ARAF"";""SIG"""
"116985;""ARAP1"";""SIG"""
"116984;""ARAP2"";""SIG"""
"64411;""ARAP3"";""SIG"""
"727738;NA;""SIG"""
"375;""ARF1"";""SIG"""
"377;""ARF3"";""SIG"""
"378;""ARF4"";""SIG"""
"381;""ARF5"";""SIG"""
"382;""ARF6"";""SIG"""
"55738;""ARFGAP1"";""SIG"""
"84364;""ARFGAP2"";""SIG"""
"26286;""ARFGAP3"";""SIG"""
"10565;""ARFGEF1"";""SIG"""
"23647;""ARFIP2"";""SIG"""
"79658;""ARHGAP10"";""SIG"""
"9824;""ARHGAP11A"";""SIG"""
"89839;""ARHGAP11B"";""SIG"""
"94134;""ARHGAP12"";""SIG"""
"55843;""ARHGAP15"";""SIG"""
"55114;""ARHGAP17"";""SIG"""
"93663;""ARHGAP18"";""SIG"""
"84986;""ARHGAP19"";""SIG"""
"57569;""ARHGAP20"";""SIG"""
"58504;""ARHGAP22"";""SIG"""
"57636;""ARHGAP23"";""SIG"""
"83478;""ARHGAP24"";""SIG"""
"9938;""ARHGAP25"";""SIG"""
"23092;""ARHGAP26"";""SIG"""
"79822;""ARHGAP28"";""SIG"""
"9411;""ARHGAP29"";""SIG"""
"257106;""ARHGAP30"";""SIG"""
"394;""ARHGAP5"";""SIG"""
"23779;""ARHGAP8"";""SIG"""
"64333;""ARHGAP9"";""SIG"""
"396;""ARHGDIA"";""SIG"""
"397;""ARHGDIB"";""SIG"""
"398;""ARHGDIG"";""SIG"""
"9138;""ARHGEF1"";""SIG"""
"9639;""ARHGEF10"";""SIG"""
"55160;""ARHGEF10L"";""SIG"""
"22899;""ARHGEF15"";""SIG"""
"128272;""ARHGEF19"";""SIG"""
"8289;""ARID1A"";""SIG"""
"84159;""ARID5B"";""SIG"""
"400;""ARL1"";""SIG"""
"115761;""ARL11"";""SIG"""
"80117;""ARL14"";""SIG"""
"402;""ARL2"";""SIG"""
"403;""ARL3"";""SIG"""
"10124;""ARL4A"";""SIG"""
"10123;""ARL4C"";""SIG"""
"379;""ARL4D"";""SIG"""
"26225;""ARL5A"";""SIG"""
"221079;""ARL5B"";""SIG"""
"390790;""ARL5C"";""SIG"""
"84100;""ARL6"";""SIG"""
"127829;""ARL8A"";""SIG"""
"55207;""ARL8B"";""SIG"""
"409;""ARRB2"";""SIG"""
"653308;""ASAH2B"";""SIG"""
"50807;""ASAP1"";""SIG"""
"8853;""ASAP2"";""SIG"""
"55616;""ASAP3"";""SIG"""
"83734;""ATG10"";""SIG"""
"487;""ATP2A1"";""SIG"""
"10159;""ATP6AP2"";""SIG"""
"545;""ATR"";""SIG"""
"84126;""ATRIP"";""SIG"""
"26033;""ATRNL1"";""SIG"""
"6790;""AURKA"";""SIG"""
"551;""AVP"";""SIG"""
"552;""AVPR1A"";""SIG"""
"553;""AVPR1B"";""SIG"""
"554;""AVPR2"";""SIG"""
"8312;""AXIN1"";""SIG"""
"8313;""AXIN2"";""SIG"""
"64343;""AZI2"";""SIG"""
"566;""AZU1"";""SIG"""
"576;""ADGRB2"";""SIG"""
"577;""ADGRB3"";""SIG"""
"10458;""BAIAP2"";""SIG"""
"8938;""BAIAP3"";""SIG"""
"25805;""BAMBI"";""SIG"""
"9564;""BCAR1"";""SIG"""
"10295;""BCKDK"";""SIG"""
"8915;""BCL10"";""SIG"""
"596;""BCL2"";""SIG"""
"598;""BCL2L1"";""SIG"""
"10017;""BCL2L10"";""SIG"""
"23786;""BCL2L13"";""SIG"""
"607;""BCL9"";""SIG"""
"283149;""BCL9L"";""SIG"""
"623;""BDKRB1"";""SIG"""
"637;""BID"";""SIG"""
"79444;""BIRC7"";""SIG"""
"641;""BLM"";""SIG"""
"27302;""BMP10"";""SIG"""
"650;""BMP2"";""SIG"""
"652;""BMP4"";""SIG"""
"658;""BMPR1B"";""SIG"""
"659;""BMPR2"";""SIG"""
"664;""BNIP3"";""SIG"""
"673;""BRAF"";""SIG"""
"672;""BRCA1"";""SIG"""
"675;""BRCA2"";""SIG"""
"79184;""BRCC3"";""SIG"""
"29117;""BRD7"";""SIG"""
"83990;""BRIP1"";""SIG"""
"680;""BRS3"";""SIG"""
"84446;""BRSK1"";""SIG"""
"151888;""BTLA"";""SIG"""
"701;""BUB1B"";""SIG"""
"29965;""CDIP1"";""SIG"""
"29086;""BABAM1"";""SIG"""
"284485;""RIIAD1"";""SIG"""
"79363;""RSG1"";""SIG"""
"343578;""ARHGAP40"";""SIG"""
"26005;""C2CD3"";""SIG"""
"719;""C3AR1"";""SIG"""
"221322;""TBC1D32"";""SIG"""
"735;""C9"";""SIG"""
"84904;""ARHGEF39"";""SIG"""
"55684;""RABL6"";""SIG"""
"84270;""CARD19"";""SIG"""
"767;""CA8"";""SIG"""
"57010;""CABP4"";""SIG"""
"26256;""CABYR"";""SIG"""
"773;""CACNA1A"";""SIG"""
"784;""CACNB3"";""SIG"""
"785;""CACNB4"";""SIG"""
"796;""CALCA"";""SIG"""
"10203;""CALCRL"";""SIG"""
"801;""CALM1"";""SIG"""
"805;""CALM2"";""SIG"""
"808;""CALM3"";""SIG"""
"811;""CALR"";""SIG"""
"50632;""CALY"";""SIG"""
"10645;""CAMKK2"";""SIG"""
"29775;""CARD10"";""SIG"""
"84433;""CARD11"";""SIG"""
"79092;""CARD14"";""SIG"""
"22900;""CARD8"";""SIG"""
"64170;""CARD9"";""SIG"""
"834;""CASP1"";""SIG"""
"840;""CASP7"";""SIG"""
"842;""CASP9"";""SIG"""
"846;""CASR"";""SIG"""
"57091;""CASS4"";""SIG"""
"847;""CAT"";""SIG"""
"858;""CAV2"";""SIG"""
"859;""CAV3"";""SIG"""
"25776;""CBY1"";""SIG"""
"1238;""ACKR2"";""SIG"""
"57003;""CCDC47"";""SIG"""
"440193;""CCDC88C"";""SIG"""
"886;""CCKAR"";""SIG"""
"6360;""CCL16"";""SIG"""
"6347;""CCL2"";""SIG"""
"6370;""CCL25"";""SIG"""
"10850;""CCL27"";""SIG"""
"56477;""CCL28"";""SIG"""
"9560;""CCL4L2"";""SIG"""
"6352;""CCL5"";""SIG"""
"83605;""CCM2"";""SIG"""
"890;""CCNA2"";""SIG"""
"595;""CCND1"";""SIG"""
"898;""CCNE1"";""SIG"""
"2826;""CCR10"";""SIG"""
"729230;""CCR2"";""SIG"""
"1232;""CCR3"";""SIG"""
"1233;""CCR4"";""SIG"""
"1236;""CCR7"";""SIG"""
"1237;""CCR8"";""SIG"""
"10803;""CCR9"";""SIG"""
"51554;""ACKR4"";""SIG"""
"9034;""CCRL2"";""SIG"""
"929;""CD14"";""SIG"""
"8763;""CD164"";""SIG"""
"914;""CD2"";""SIG"""
"30835;""CD209"";""SIG"""
"100133941;""CD24"";""SIG"""
"919;""CD247"";""SIG"""
"939;""CD27"";""SIG"""
"10849;""CD3EAP"";""SIG"""
"958;""CD40"";""SIG"""
"960;""CD44"";""SIG"""
"961;""CD47"";""SIG"""
"966;""CD59"";""SIG"""
"924;""CD7"";""SIG"""
"973;""CD79A"";""SIG"""
"975;""CD81"";""SIG"""
"925;""CD8A"";""SIG"""
"926;""CD8B"";""SIG"""
"978;""CDA"";""SIG"""
"11140;""CDC37"";""SIG"""
"998;""CDC42"";""SIG"""
"11135;""CDC42EP1"";""SIG"""
"23580;""CDC42EP4"";""SIG"""
"148170;""CDC42EP5"";""SIG"""
"57514;""ARHGAP31"";""SIG"""
"1012;""CDH13"";""SIG"""
"1000;""CDH2"";""SIG"""
"5129;""CDK18"";""SIG"""
"1017;""CDK2"";""SIG"""
"1020;""CDK5"";""SIG"""
"8851;""CDK5R1"";""SIG"""
"1022;""CDK7"";""SIG"""
"1026;""CDKN1A"";""SIG"""
"1028;""CDKN1C"";""SIG"""
"1030;""CDKN2B"";""SIG"""
"50937;""CDON"";""SIG"""
"634;""CEACAM1"";""SIG"""
"27443;""CECR2"";""SIG"""
"9620;""CELSR1"";""SIG"""
"1952;""CELSR2"";""SIG"""
"1951;""CELSR3"";""SIG"""
"2491;""CENPI"";""SIG"""
"9702;""CEP57"";""SIG"""
"80254;""CEP63"";""SIG"""
"64781;""CERK"";""SIG"""
"375298;""CERKL"";""SIG"""
"1072;""CFL1"";""SIG"""
"1081;""CGA"";""SIG"""
"1082;""CGB3"";""SIG"""
"93659;""CGB5"";""SIG"""
"94115;""CGB8"";""SIG"""
"57680;""CHD8"";""SIG"""
"1111;""CHEK1"";""SIG"""
"11200;""CHEK2"";""SIG"""
"51510;""CHMP5"";""SIG"""
"11261;""CHP1"";""SIG"""
"91851;""CHRDL1"";""SIG"""
"1129;""CHRM2"";""SIG"""
"1133;""CHRM5"";""SIG"""
"50515;""CHST11"";""SIG"""
"1147;""CHUK"";""SIG"""
"1149;""CIDEA"";""SIG"""
"27141;""CIDEB"";""SIG"""
"1164;""CKS2"";""SIG"""
"10332;""CLEC4M"";""SIG"""
"1201;""CLN3"";""SIG"""
"1191;""CLU"";""SIG"""
"1240;""CMKLR1"";""SIG"""
"10256;""CNKSR1"";""SIG"""
"154043;""CNKSR3"";""SIG"""
"1268;""CNR1"";""SIG"""
"1269;""CNR2"";""SIG"""
"54875;""CNTLN"";""SIG"""
"1272;""CNTN1"";""SIG"""
"27255;""CNTN6"";""SIG"""
"26047;""CNTNAP2"";""SIG"""
"79937;""CNTNAP3"";""SIG"""
"85445;""CNTNAP4"";""SIG"""
"129684;""CNTNAP5"";""SIG"""
"149951;""COMMD7"";""SIG"""
"1363;""CPE"";""SIG"""
"8738;""CRADD"";""SIG"""
"1394;""CRHR1"";""SIG"""
"1395;""CRHR2"";""SIG"""
"285464;""CRIPAK"";""SIG"""
"1398;""CRK"";""SIG"""
"1410;""CRYAB"";""SIG"""
"1435;""CSF1"";""SIG"""
"1441;""CSF3R"";""SIG"""
"1443;""CSH2"";""SIG"""
"1445;""CSK"";""SIG"""
"122011;""CSNK1A1L"";""SIG"""
"1454;""CSNK1E"";""SIG"""
"53944;""CSNK1G1"";""SIG"""
"1459;""CSNK2A2"";""SIG"""
"1464;""CSPG4"";""SIG"""
"1490;""CTGF"";""SIG"""
"653259;""AGAP14"";""SIG"""
"8727;""CTNNAL1"";""SIG"""
"56998;""CTNNBIP1"";""SIG"""
"1500;""CTNND1"";""SIG"""
"50624;""CUZD1"";""SIG"""
"6376;""CX3CL1"";""SIG"""
"1524;""CX3CR1"";""SIG"""
"3627;""CXCL10"";""SIG"""
"58191;""CXCL16"";""SIG"""
"2920;""CXCL2"";""SIG"""
"2921;""CXCL3"";""SIG"""
"7852;""CXCR4"";""SIG"""
"643;""CXCR5"";""SIG"""
"10663;""CXCR6"";""SIG"""
"57007;""ACKR3"";""SIG"""
"80319;""CXXC4"";""SIG"""
"54205;""CYCS"";""SIG"""
"1591;""CYP24A1"";""SIG"""
"1592;""CYP26A1"";""SIG"""
"56603;""CYP26B1"";""SIG"""
"340665;""CYP26C1"";""SIG"""
"1594;""CYP27B1"";""SIG"""
"10800;""CYSLTR1"";""SIG"""
"57105;""CYSLTR2"";""SIG"""
"9267;""CYTH1"";""SIG"""
"9266;""CYTH2"";""SIG"""
"9265;""CYTH3"";""SIG"""
"27128;""CYTH4"";""SIG"""
"27065;""NSG1"";""SIG"""
"1600;""DAB1"";""SIG"""
"153090;""DAB2IP"";""SIG"""
"51339;""DACT1"";""SIG"""
"2532;""ACKR1"";""SIG"""
"1616;""DAXX"";""SIG"""
"28988;""DBNL"";""SIG"""
"196296;NA;""SIG"""
"9201;""DCLK1"";""SIG"""
"23576;""DDAH1"";""SIG"""
"23564;""DDAH2"";""SIG"""
"54541;""DDIT4"";""SIG"""
"780;""DDR1"";""SIG"""
"79039;""DDX54"";""SIG"""
"55789;""DEPDC1B"";""SIG"""
"91614;""DEPDC7"";""SIG"""
"79139;""DERL1"";""SIG"""
"51009;""DERL2"";""SIG"""
"91319;""DERL3"";""SIG"""
"1676;""DFFA"";""SIG"""
"1677;""DFFB"";""SIG"""
"1609;""DGKQ"";""SIG"""
"1718;""DHCR24"";""SIG"""
"56616;""DIABLO"";""SIG"""
"148252;""DIRAS1"";""SIG"""
"54769;""DIRAS2"";""SIG"""
"9077;""DIRAS3"";""SIG"""
"84976;""DISP1"";""SIG"""
"85458;""DIXDC1"";""SIG"""
"22943;""DKK1"";""SIG"""
"10395;""DLC1"";""SIG"""
"28514;""DLL1"";""SIG"""
"10683;""DLL3"";""SIG"""
"3301;""DNAJA1"";""SIG"""
"9093;""DNAJA3"";""SIG"""
"51277;""DNAJC27"";""SIG"""
"1776;""DNASE1L3"";""SIG"""
"92737;""DNER"";""SIG"""
"10059;""DNM1L"";""SIG"""
"85440;""DOCK7"";""SIG"""
"79930;""DOK3"";""SIG"""
"55715;""DOK4"";""SIG"""
"55816;""DOK5"";""SIG"""
"1809;""DPYSL3"";""SIG"""
"1812;""DRD1"";""SIG"""
"1814;""DRD3"";""SIG"""
"1815;""DRD4"";""SIG"""
"1816;""DRD5"";""SIG"""
"667;""DST"";""SIG"""
"113878;""DTX2"";""SIG"""
"196403;""DTX3"";""SIG"""
"23220;""DTX4"";""SIG"""
"53905;""DUOX1"";""SIG"""
"50506;""DUOX2"";""SIG"""
"11221;""DUSP10"";""SIG"""
"80824;""DUSP16"";""SIG"""
"142679;""DUSP19"";""SIG"""
"1844;""DUSP2"";""SIG"""
"63904;""DUSP21"";""SIG"""
"56940;""DUSP22"";""SIG"""
"1846;""DUSP4"";""SIG"""
"1848;""DUSP6"";""SIG"""
"1850;""DUSP8"";""SIG"""
"1852;""DUSP9"";""SIG"""
"1856;""DVL2"";""SIG"""
"8445;""DYRK2"";""SIG"""
"1889;""ECE1"";""SIG"""
"9427;""ECEL1"";""SIG"""
"345930;""ECT2L"";""SIG"""
"10913;""EDAR"";""SIG"""
"1906;""EDN1"";""SIG"""
"9521;""EEF1E1"";""SIG"""
"1942;""EFNA1"";""SIG"""
"1949;""EFNB3"";""SIG"""
"1950;""EGF"";""SIG"""
"112398;""EGLN2"";""SIG"""
"163126;""EID2"";""SIG"""
"5610;""EIF2AK2"";""SIG"""
"440275;""EIF2AK4"";""SIG"""
"1978;""EIF4EBP1"";""SIG"""
"1979;""EIF4EBP2"";""SIG"""
"1991;""ELANE"";""SIG"""
"9844;""ELMO1"";""SIG"""
"64123;""ADGRL4"";""SIG"""
"2015;""ADGRE1"";""SIG"""
"30817;""ADGRE2"";""SIG"""
"84658;""ADGRE3"";""SIG"""
"2021;""ENDOG"";""SIG"""
"5167;""ENPP1"";""SIG"""
"5168;""ENPP2"";""SIG"""
"255324;""EPGN"";""SIG"""
"284656;""EPHA10"";""SIG"""
"1969;""EPHA2"";""SIG"""
"2042;""EPHA3"";""SIG"""
"2043;""EPHA4"";""SIG"""
"2044;""EPHA5"";""SIG"""
"285220;""EPHA6"";""SIG"""
"2045;""EPHA7"";""SIG"""
"2046;""EPHA8"";""SIG"""
"2047;""EPHB1"";""SIG"""
"2048;""EPHB2"";""SIG"""
"2049;""EPHB3"";""SIG"""
"2050;""EPHB4"";""SIG"""
"2051;""EPHB6"";""SIG"""
"2057;""EPOR"";""SIG"""
"2060;""EPS15"";""SIG"""
"3266;""ERAS"";""SIG"""
"2066;""ERBB4"";""SIG"""
"23085;""ERC1"";""SIG"""
"2074;""ERCC6"";""SIG"""
"2069;""EREG"";""SIG"""
"2081;""ERN1"";""SIG"""
"30001;""ERO1A"";""SIG"""
"7813;""EVI5"";""SIG"""
"115704;""EVI5L"";""SIG"""
"2146;""EZH2"";""SIG"""
"2159;""F10"";""SIG"""
"2149;""F2R"";""SIG"""
"2150;""F2RL1"";""SIG"""
"2151;""F2RL2"";""SIG"""
"9002;""F2RL3"";""SIG"""
"2152;""F3"";""SIG"""
"2155;""F7"";""SIG"""
"11124;""FAF1"";""SIG"""
"139285;""AMER1"";""SIG"""
"51306;""FAM13B"";""SIG"""
"84142;""FAM175A"";""SIG"""
"10160;""FARP1"";""SIG"""
"9855;""FARP2"";""SIG"""
"355;""FAS"";""SIG"""
"356;""FASLG"";""SIG"""
"79791;""FBXO31"";""SIG"""
"26270;""FBXO6"";""SIG"""
"26269;""FBXO8"";""SIG"""
"23291;""FBXW11"";""SIG"""
"6468;""FBXW4"";""SIG"""
"2205;""FCER1A"";""SIG"""
"2207;""FCER1G"";""SIG"""
"2237;""FEN1"";""SIG"""
"2864;""FFAR1"";""SIG"""
"2867;""FFAR2"";""SIG"""
"2865;""FFAR3"";""SIG"""
"2243;""FGA"";""SIG"""
"2244;""FGB"";""SIG"""
"152273;""FGD5"";""SIG"""
"55785;""FGD6"";""SIG"""
"2246;""FGF1"";""SIG"""
"2255;""FGF10"";""SIG"""
"2256;""FGF11"";""SIG"""
"2258;""FGF13"";""SIG"""
"2259;""FGF14"";""SIG"""
"8817;""FGF18"";""SIG"""
"9965;""FGF19"";""SIG"""
"2247;""FGF2"";""SIG"""
"26281;""FGF20"";""SIG"""
"27006;""FGF22"";""SIG"""
"8074;""FGF23"";""SIG"""
"2248;""FGF3"";""SIG"""
"2249;""FGF4"";""SIG"""
"2251;""FGF6"";""SIG"""
"2252;""FGF7"";""SIG"""
"2253;""FGF8"";""SIG"""
"2254;""FGF9"";""SIG"""
"2260;""FGFR1"";""SIG"""
"2263;""FGFR2"";""SIG"""
"2261;""FGFR3"";""SIG"""
"2264;""FGFR4"";""SIG"""
"2266;""FGG"";""SIG"""
"2274;""FHL2"";""SIG"""
"9158;""FIBP"";""SIG"""
"11153;""FICD"";""SIG"""
"2280;""FKBP1A"";""SIG"""
"55701;""ARHGEF40"";""SIG"""
"54848;""ARHGEF38"";""SIG"""
"389337;""ARHGEF37"";""SIG"""
"2316;""FLNA"";""SIG"""
"2321;""FLT1"";""SIG"""
"2322;""FLT3"";""SIG"""
"2324;""FLT4"";""SIG"""
"2339;""FNTA"";""SIG"""
"2358;""FPR2"";""SIG"""
"10023;""FRAT1"";""SIG"""
"23401;""FRAT2"";""SIG"""
"10818;""FRS2"";""SIG"""
"2492;""FSHR"";""SIG"""
"11167;""FSTL1"";""SIG"""
"10272;""FSTL3"";""SIG"""
"652991;""SKOR2"";""SIG"""
"2530;""FUT8"";""SIG"""
"8321;""FZD1"";""SIG"""
"11211;""FZD10"";""SIG"""
"2535;""FZD2"";""SIG"""
"7976;""FZD3"";""SIG"""
"8322;""FZD4"";""SIG"""
"7855;""FZD5"";""SIG"""
"8323;""FZD6"";""SIG"""
"8324;""FZD7"";""SIG"""
"8325;""FZD8"";""SIG"""
"8326;""FZD9"";""SIG"""
"10146;""G3BP1"";""SIG"""
"9908;""G3BP2"";""SIG"""
"2549;""GAB1"";""SIG"""
"2550;""GABBR1"";""SIG"""
"9568;""GABBR2"";""SIG"""
"2554;""GABRA1"";""SIG"""
"2555;""GABRA2"";""SIG"""
"2556;""GABRA3"";""SIG"""
"2557;""GABRA4"";""SIG"""
"2561;""GABRB2"";""SIG"""
"2564;""GABRE"";""SIG"""
"2565;""GABRG1"";""SIG"""
"2566;""GABRG2"";""SIG"""
"2567;""GABRG3"";""SIG"""
"2569;""GABRR1"";""SIG"""
"200959;""GABRR3"";""SIG"""
"4616;""GADD45B"";""SIG"""
"10912;""GADD45G"";""SIG"""
"51083;""GAL"";""SIG"""
"2587;""GALR1"";""SIG"""
"8484;""GALR3"";""SIG"""
"2596;""GAP43"";""SIG"""
"84253;""GARNL3"";""SIG"""
"2619;""GAS1"";""SIG"""
"8729;""GBF1"";""SIG"""
"115557;""ARHGEF25"";""SIG"""
"2675;""GFRA2"";""SIG"""
"389400;""GFRAL"";""SIG"""
"79017;""GGCT"";""SIG"""
"2690;""GHR"";""SIG"""
"2692;""GHRHR"";""SIG"""
"51738;""GHRL"";""SIG"""
"64599;""GIGYF1"";""SIG"""
"10755;""GIPC1"";""SIG"""
"28964;""GIT1"";""SIG"""
"9815;""GIT2"";""SIG"""
"2740;""GLP1R"";""SIG"""
"9340;""GLP2R"";""SIG"""
"2741;""GLRA1"";""SIG"""
"2742;""GLRA2"";""SIG"""
"2743;""GLRB"";""SIG"""
"2765;""GML"";""SIG"""
"2768;""GNA12"";""SIG"""
"2769;""GNA15"";""SIG"""
"2770;""GNAI1"";""SIG"""
"2773;""GNAI3"";""SIG"""
"2775;""GNAO1"";""SIG"""
"2776;""GNAQ"";""SIG"""
"2778;""GNAS"";""SIG"""
"346562;""GNAT3"";""SIG"""
"2783;""GNB2"";""SIG"""
"2784;""GNB3"";""SIG"""
"59345;""GNB4"";""SIG"""
"51764;""GNG13"";""SIG"""
"54331;""GNG2"";""SIG"""
"2785;""GNG3"";""SIG"""
"2786;""GNG4"";""SIG"""
"2788;""GNG7"";""SIG"""
"94235;""GNG8"";""SIG"""
"2798;""GNRHR"";""SIG"""
"114814;""GNRHR2"";""SIG"""
"64083;""GOLPH3"";""SIG"""
"51206;""GP6"";""SIG"""
"151306;""GPBAR1"";""SIG"""
"2719;""GPC3"";""SIG"""
"100272148;NA;""SIG"""
"2852;""GPER1"";""SIG"""
"2825;""GPR1"";""SIG"""
"83550;""GPR101"";""SIG"""
"338442;""HCAR2"";""SIG"""
"8843;""HCAR3"";""SIG"""
"266977;""ADGRF1"";""SIG"""
"222611;""ADGRF2"";""SIG"""
"139378;""ADGRG4"";""SIG"""
"165082;""ADGRF3"";""SIG"""
"221188;""ADGRG5"";""SIG"""
"221393;""ADGRF4"";""SIG"""
"221395;""ADGRF5"";""SIG"""
"139760;""GPR119"";""SIG"""
"2835;""GPR12"";""SIG"""
"338557;""FFAR4"";""SIG"""
"25960;""ADGRA2"";""SIG"""
"166647;""ADGRA3"";""SIG"""
"57211;""ADGRG6"";""SIG"""
"84873;""ADGRG7"";""SIG"""
"29933;""GPR132"";""SIG"""
"283383;""ADGRD1"";""SIG"""
"64582;""GPR135"";""SIG"""
"124274;""GPR139"";""SIG"""
"353345;""GPR141"";""SIG"""
"350383;""GPR142"";""SIG"""
"347088;""ADGRD2"";""SIG"""
"115330;""GPR146"";""SIG"""
"344561;""GPR148"";""SIG"""
"344758;""GPR149"";""SIG"""
"2838;""GPR15"";""SIG"""
